Order Date,Brand,Sneaker,Sale,Retail,Profit,ProfitPercent,Buyer Region,brand,Order,sneaker,sale_average
, Yeezy,350-Low-Moonrock,1350,200,,,,Adidas,20-Jan,,
, Yeezy,350-Low-Oxford-Tan,1200,200,,,,Adidas,20-Jan,,
, Yeezy,350-Low-V2-Beluga,840,220,,,,Adidas,20-Jan,,
, Yeezy,350-Low-V2-Beluga,708,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,445,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,360,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,400,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,418,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,360,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,416,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,396,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,370,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,325,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,393,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,355,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,429,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,425,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,390,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,386,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,420,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,428,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,380,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,392,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,421,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,403,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,360,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Beluga-2pt0,390,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,369,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,338,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,343,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,344,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,343,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,344,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,343,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,375,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,380,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,379,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,355,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,380,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,359,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,358,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,400,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,384,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,384,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,394,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,342,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,359,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,378,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,371,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,330,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,355,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,376,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,355,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,355,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,375,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,369,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,342,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,377,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,384,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,354,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,350,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,378,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,350,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,365,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,373,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,350,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,378,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,359,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,358,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,359,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Blue-Tint,392,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Core-Black-Red-2017,885,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Core-Black-Red-2017,750,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Core-Black-White,769,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Cream-White,436,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Cream-White,425,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Cream-White,619,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,630,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,610,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,600,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,713,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,615,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Zebra,580,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Zebra,594,220,,,,Adidas,20-Jan,,
, Yeezy,350-V2-Zebra,565,220,,,,Adidas,20-Jan,,
, Yeezy,350-Low-Pirate-Black-2015,875,200,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,415,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,364,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,386,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,390,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,420,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,395,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,360,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,371,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,390,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,366,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,350,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,420,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,310,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,380,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,395,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,370,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,360,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,400,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,382,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,385,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Beluga-2pt0,393,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,388,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,355,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,365,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,364,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,405,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,355,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,363,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,390,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,400,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,390,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,350,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,355,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,353,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,390,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,370,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,375,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,359,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,345,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,335,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,380,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,379,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,356,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,375,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,380,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,384,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,375,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,374,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,395,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,363,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Blue-Tint,390,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Core-Black-Green,570,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Core-Black-Red,999,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Core-Black-Red-2017,815,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Core-Black-White,720,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Cream-White,410,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Cream-White,450,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Cream-White,425,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Cream-White,446,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Cream-White,410,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,731,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,580,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Zebra,475,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Zebra,560,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Zebra,578,220,,,,Adidas,21-Jan,,
, Yeezy,350-V2-Zebra,571,220,,,,Adidas,21-Jan,,
, Yeezy,350-Low-Moonrock,1140,200,,,,Adidas,22-Jan,,
, Yeezy,350-Low-Oxford-Tan,1090,200,,,,Adidas,22-Jan,,
, Yeezy,350-Low-Pirate-Black-2015,900,200,,,,Adidas,22-Jan,,
, Yeezy,350-Low-V2-Beluga,870,220,,,,Adidas,22-Jan,,
, Yeezy,350-Low-V2-Beluga,911,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,387,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,340,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,387,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,425,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,420,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,404,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,380,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,385,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,385,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,428,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,378,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,386,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,440,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,393,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,350,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,384,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,383,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,435,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,425,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,363,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,340,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,345,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,334,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Beluga-2pt0,420,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,350,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,344,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,369,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,384,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,345,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,345,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,380,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,386,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,419,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,419,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,328,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,358,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,358,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,320,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,358,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,345,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,360,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,376,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,375,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,380,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,343,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,389,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,350,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,340,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,390,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,341,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,375,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,369,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,335,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,365,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,406,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,328,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,355,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,375,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,343,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,358,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,382,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,330,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,388,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Blue-Tint,385,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Core-Black-Copper,670,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Core-Black-Red-2017,856,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Core-Black-Red-2017,899,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Core-Black-White,710,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Cream-White,440,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Cream-White,440,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Cream-White,450,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,620,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,600,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,660,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Semi-Frozen-Yellow,630,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Zebra,518,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Zebra,495,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Zebra,640,220,,,,Adidas,22-Jan,,
, Yeezy,350-V2-Zebra,579,220,,,,Adidas,22-Jan,,
